iter,loss,msg_loss,code_loss,dist_loss,bal_loss,msg_BER,code_BER,nl_score,lr
100000,0.08767251670360565,0.0716853216290474,0.06391124427318573,0.0001068115234375,0.0004049241542816162,0.028533935546875,0.02471923828125,0.593963623046875,9.757729755660885e-05
200000,0.08741581439971924,0.07254595309495926,0.05944277346134186,6.103515625e-05,0.0006109178066253662,0.028411865234375,0.0224609375,0.5876617431640625,9.054634122156042e-05
300000,0.08379865437746048,0.07008776813745499,0.05477367341518402,0.0002288818359375,0.0006023943424224854,0.0269775390625,0.020721435546875,0.582000732421875,7.959536998847818e-05
400000,0.08183962851762772,0.06861796975135803,0.05286741256713867,0.0,0.00048044323921203613,0.026763916015625,0.020355224609375,0.5872955322265625,6.579634122156162e-05
500000,0.08161564916372299,0.06806081533432007,0.054174430668354034,9.1552734375e-05,0.0006654262542724609,0.026519775390625,0.0204620361328125,0.5865631103515625,5.050000000001915e-05
600000,0.07983327656984329,0.06674063950777054,0.052324328571558,0.0001678466796875,0.00031688809394836426,0.0255126953125,0.0195159912109375,0.5874786376953125,3.520365877845384e-05
700000,0.08702459186315536,0.07276393473148346,0.05700668320059776,9.1552734375e-05,0.00044098496437072754,0.029083251953125,0.0222625732421875,0.5874786376953125,2.1404630011522884e-05
800000,0.08449243009090424,0.07101138681173325,0.0538971871137619,4.57763671875e-05,0.000446319580078125,0.027496337890625,0.0209197998046875,0.5828857421875,1.0453658778435514e-05
900000,0.08163516968488693,0.06829077005386353,0.053345248103141785,6.103515625e-05,0.0005029439926147461,0.026123046875,0.020172119140625,0.5901641845703125,3.4227024433948816e-06
1000000,0.08122944831848145,0.06808121502399445,0.052577294409275055,0.0,0.00039136409759521484,0.02667236328125,0.0201568603515625,0.5880584716796875,1e-06
