iter,loss,msg_loss,code_loss,dist_loss,bal_loss,msg_BER,code_BER,nl_score,lr
100000,0.14527732133865356,0.1201404482126236,0.09974297881126404,0.003509521484375,0.0025659743696451187,0.048117898404598236,0.038604736328125,0.5984002947807312,9.757729755660885e-05
200000,0.1353280246257782,0.11225854605436325,0.09165063500404358,0.00286865234375,0.0013380504678934813,0.04412287101149559,0.0350341796875,0.6065848469734192,9.054634122156042e-05
300000,0.12288779020309448,0.10237416625022888,0.08135946840047836,0.00311279296875,0.001811254653148353,0.038973722606897354,0.030303955078125,0.6106073260307312,7.959536998847818e-05
400000,0.12082701921463013,0.10167232900857925,0.07598694413900375,0.002777099609375,0.0019099372439086437,0.039151281118392944,0.02874755859375,0.6064453125,6.579634122156162e-05
500000,0.13007864356040955,0.11014403402805328,0.07891654968261719,0.003692626953125,0.0020841418299824,0.04137073829770088,0.029693603515625,0.6072126030921936,5.050000000001915e-05
600000,0.1117008700966835,0.09492988139390945,0.06640110164880753,0.003021240234375,0.0019654319621622562,0.03773082420229912,0.025390625,0.6102585792541504,3.520365877845384e-05
700000,0.11412923783063889,0.09582387655973434,0.07260347902774811,0.002685546875,0.0020212901290506124,0.03693182021379471,0.02777099609375,0.6084449291229248,2.1404630011522884e-05
800000,0.11828524619340897,0.10077323764562607,0.06943103671073914,0.002777099609375,0.0015393211506307125,0.03924005851149559,0.025848388671875,0.6068871021270752,1.0453658778435514e-05
900000,0.12131758034229279,0.10207553952932358,0.07614514231681824,0.003662109375,0.0022651581093668938,0.03986150771379471,0.028839111328125,0.6046084761619568,3.4227024433948816e-06
1000000,0.11360091716051102,0.09643826633691788,0.06811171770095825,0.0023193359375,0.0018754232442006469,0.03870738670229912,0.026275634765625,0.6064220666885376,1e-06
