iter,loss,msg_loss,code_loss,dist_loss,bal_loss,msg_BER,code_BER,nl_score,lr
100000,0.07416706532239914,0.06086362525820732,0.053202465176582336,0.0,0.0002826054987963289,0.02374131977558136,0.02050781436264515,0.5908203125,9.757729755660885e-05
200000,0.06840181350708008,0.056513119488954544,0.04754644259810448,0.0,0.00020837783813476562,0.02131076529622078,0.01785714365541935,0.593614399433136,9.054634122156042e-05
300000,0.07068652659654617,0.05859612673521042,0.048335276544094086,6.58791686873883e-05,0.00032875273609533906,0.02269965410232544,0.01861669309437275,0.5898166298866272,7.959536998847818e-05
400000,0.06921926885843277,0.05743666738271713,0.04711705446243286,2.7126719942316413e-05,0.00019825829076580703,0.02198350802063942,0.01771763525903225,0.5913628339767456,6.579634122156162e-05
500000,0.06884748488664627,0.05704346299171448,0.04720780625939369,0.0,0.00020721224427688867,0.02243923582136631,0.0183221735060215,0.5924750566482544,5.050000000001915e-05
600000,0.0648481473326683,0.0537465363740921,0.04440179839730263,0.0,0.0001163482666015625,0.02048611082136631,0.01680307649075985,0.5954047441482544,3.520365877845384e-05
700000,0.07372494041919708,0.061074238270521164,0.05059744417667389,0.0,0.0001340972085017711,0.0231119804084301,0.0192522332072258,0.5884602665901184,2.1404630011522884e-05
800000,0.07217241823673248,0.05982315540313721,0.04937683790922165,2.7126719942316413e-05,0.0003692838945426047,0.02293836884200573,0.01878720335662365,0.5919596552848816,1.0453658778435514e-05
900000,0.06651044636964798,0.05512356385588646,0.045529868453741074,0.0,0.00044213401270098984,0.02113715372979641,0.0173301100730896,0.5903591513633728,3.4227024433948816e-06
1000000,0.0712590217590332,0.05910082906484604,0.048622436821460724,0.0,0.0002585517067927867,0.02252604253590107,0.0184616819024086,0.5882975459098816,1e-06
