iter,loss,msg_loss,code_loss,dist_loss,bal_loss,msg_BER,code_BER,nl_score,lr
100000,0.08493604511022568,0.07202409207820892,0.05115795135498047,0.0009450605721212924,0.007521502673625946,0.02825927734375,0.019909273833036423,0.5559570789337158,9.757729755660885e-05
200000,0.0753372386097908,0.06350500881671906,0.04690706357359886,0.0009214340825565159,0.005938720889389515,0.02313232421875,0.017452117055654526,0.5527995228767395,9.054634122156042e-05
300000,0.07260875403881073,0.06134704500436783,0.044680170714855194,0.0009293095208704472,0.004520352929830551,0.0244140625,0.017105594277381897,0.5517252683639526,7.959536998847818e-05
400000,0.07079009711742401,0.059903912246227264,0.04320068284869194,0.0010001891059800982,0.0036006292793899775,0.02252197265625,0.015625,0.546582043170929,6.579634122156162e-05
500000,0.06523630768060684,0.05535592883825302,0.03920964151620865,0.0009214340825565159,0.003189404960721731,0.02197265625,0.015152469277381897,0.55517578125,5.050000000001915e-05
600000,0.06923674792051315,0.05907479673624039,0.040465567260980606,0.000433152774348855,0.002390035195276141,0.02239990234375,0.015183971263468266,0.5582357048988342,3.520365877845384e-05
700000,0.07379960268735886,0.06253964453935623,0.04468979313969612,0.0011576991528272629,0.002962621161714196,0.02459716796875,0.01732610911130905,0.562207043170929,2.1404630011522884e-05
800000,0.07260002195835114,0.06120115518569946,0.04521485045552254,0.0010710686910897493,0.004159991163760424,0.02362060546875,0.01704259030520916,0.5562500357627869,1.0453658778435514e-05
900000,0.06730109453201294,0.05648189038038254,0.04301675409078598,0.0006615424645133317,0.0031932832207530737,0.0213623046875,0.015782508999109268,0.5569661855697632,3.4227024433948816e-06
1000000,0.06656231731176376,0.056312158703804016,0.04070917144417763,0.0008978075929917395,0.0027976990677416325,0.02276611328125,0.015940019860863686,0.555371105670929,1e-06
