iter,loss,msg_loss,code_loss,dist_loss,bal_loss,msg_BER,code_BER,nl_score,lr
100000,0.13365580141544342,0.12073376029729843,0.050365447998046875,0.00634765625,0.001328650047071278,0.05015980079770088,0.020660400390625,0.7409784197807312,9.757729755660885e-05
200000,0.13079649209976196,0.1173119992017746,0.05275019630789757,0.00579833984375,0.0007034483714960515,0.04527698829770088,0.02008056640625,0.7393973469734192,9.054634122156042e-05
300000,0.13072268664836884,0.1173185482621193,0.05221456289291382,0.0068359375,0.0008692060364410281,0.04572088271379471,0.019683837890625,0.7391183376312256,7.959536998847818e-05
400000,0.13357026875019073,0.12053986638784409,0.05094628408551216,0.005584716796875,0.0014604841126129031,0.04767400771379471,0.020050048828125,0.7394205927848816,6.579634122156162e-05
500000,0.13608108460903168,0.12211870402097702,0.05439022183418274,0.00714111328125,0.0007766542257741094,0.05140269920229912,0.0216064453125,0.7349097728729248,5.050000000001915e-05
600000,0.12831659615039825,0.11523698270320892,0.05097082257270813,0.006591796875,0.0007319677388295531,0.047318894416093826,0.020538330078125,0.7415364980697632,3.520365877845384e-05
700000,0.14059339463710785,0.12618063390254974,0.05631807819008827,0.006591796875,0.0003653934982139617,0.04944957420229912,0.02154541015625,0.7408389449119568,2.1404630011522884e-05
800000,0.13408724963665009,0.12066475301980972,0.05261624604463577,0.005279541015625,0.0004449117695912719,0.04838423430919647,0.0208740234375,0.7375604510307312,1.0453658778435514e-05
900000,0.13411961495876312,0.12083277106285095,0.05182173103094101,0.00628662109375,0.00170880276709795,0.04758523032069206,0.019683837890625,0.7369791865348816,3.4227024433948816e-06
1000000,0.1282171756029129,0.11541213095188141,0.0498470738530159,0.006683349609375,0.00090975989587605,0.046963781118392944,0.0198974609375,0.7404668927192688,1e-06
